gene	chr	start	end	ecto	endo	meso	min_dist	Len	percCG	percGC	percC	percCHG	set	thrE	thrGE	set_ds	log.dist
Fbn1	2	125300594	125507993	1.1001939	-1.9784368	2.8667648	117120	207399	2.2	43.4	17	5	DifM	1	GE>1	DEG	5.068634771813939
Trim59	3	69035288	69044755	8.308735	7.439892	8.32262	40017	9467	2.9	38.2	15	4	DifM	1	GE>1	DEG	4.60225537988569
Gucy1a3	3	82092428	82145877	0.5722624	-2.6107051	2.142879	71166	53449	1.6	39.8	15	5	DifM	1	GE>1	DEG	4.852278658802808
Car14	3	95897768	95904691	8.205275	7.156569	8.297569	10722	6923	2.7	50.4	18	7	DifM	1	GE>1	DEG	4.030316305988586
Cd160	3	96798763	96829351	-0.96647704	-3.610705	1.5303105	67	30588	2.3	45.4	17	6	DifM	1	GE>1	DEG	1.8325089127062364
Wnt2b	3	104944805	104961709	2.6021466	0.33415353	5.022075	91437	16904	3.2	48.9	19	6	DifM	1	GE>1	DEG	4.961126718278925
Prmt6	3	110246109	110250998	5.323915	4.2602763	5.906549	1127849	4889	5.6	46.6	17	6	DifM	1	GE>1	DEG	6.052251343881309
Unc5c	3	141465564	141834924	0.33186427	-5.932633	3.2094605	930132	369360	1.1	38.1	15	4	DifM	1	GE>1	DEG	5.968545052893992
Fubp1	3	152210458	152236830	9.210403	8.145893	9.202229	179	26372	2.3	38.5	13	5	DifM	1	GE>1	DEG	2.255272505103306
Gm11827	4	11122805	11126998	-1.1759304	-2.762708	1.3734328	33626	4193	2.7	46.9	18	6	DifM	1	GE>1	DEG	4.5266881238843135
Tal1	4	115056426	115071755	-0.700197	-7.084636	1.607824	56267	15329	5	51	16	6	DifM	1	GE>1	DEG	4.7502614787864745
Alpl	4	137741733	137796384	5.1045504	2.55922	5.3144426	65853	54651	3.1	51.2	18	7	DifM	1	GE>1	DEG	4.818582159330727
Ece1	4	137862237	137965229	4.6878686	3.4149883	5.9876895	65853	102992	3.4	51.9	18	7	DifM	1	GE>1	DEG	4.818582159330727
2610109H07Rik	4	148098437	148130698	1.5955591	-2.932633	1.9901041	314	32261	2.9	50.6	19	7	DifM	1	GE>1	DEG	2.4983105537896004
Srm	4	148591503	148594993	8.766676	7.5508046	8.943289	11051	3490	6.9	58.6	18	9	DifM	1	GE>1	DEG	4.043440876244474
Dpysl5	5	30711564	30799375	6.3286405	5.534463	6.816903	44787	87811	2.8	47.9	18	6	DifM	1	GE>1	DEG	4.65116166953652
Mn1	5	111417362	111457033	4.841574	3.6229146	7.0637927	86599	39671	4.5	53.4	18	7	DifM	1	GE>1	DEG	4.937517892017347
Srrm4	5	116439272	116591817	0.98394084	-1.4090711	3.4402947	168953	152545	2.9	47.7	18	6	DifM	1	GE>1	DEG	5.227768478190605
Rasl11a	5	146845071	146847726	5.0108027	2.8405063	6.1058407	12181	2655	5.9	50.9	16	7	DifM	1	GE>1	DEG	4.085718595165402
Dfna5	6	50189369	50263862	6.416643	5.7137003	6.930349	153621	74493	2	44.7	17	6	DifM	1	GE>1	DEG	5.1864534148779615
Hoxa1	6	52155367	52158317	4.048674	1.9191159	4.917753	1415	2950	4.5	47.7	16	6	DifM	1	GE>1	DEG	3.15106325335375
Pdzrn3	6	101149609	101377897	3.7166126	1.9346455	4.7227693	544259	228288	2.2	44.8	17	5	DifM	1	GE>1	DEG	5.735806417327135
Ccnd2	6	127125779	127151048	8.132515	7.712913	8.803075	41498	25269	3.5	49.3	19	6	DifM	1	GE>1	DEG	4.618037631658733
Prmt8	6	127689011	127769472	1.2077739	-2.932633	1.9920329	322632	80461	2.7	48.3	18	6	DifM	1	GE>1	DEG	5.50870878644082
Ceacam10	7	24777204	24784649	-2.1315362	-6.932633	2.297484	84998	7445	2.3	45	14	6	DifM	1	GE>1	DEG	4.929413816337392
Etv2	7	30633616	30635852	1.3901236	-0.39347425	3.412121	9701	2236	7.5	56.2	20	7	DifM	1	GE>1	DEG	3.986861270290045
Kctd15	7	34639014	34655509	3.5528402	1.5751616	4.814181	256870	16495	6	55	20	7	DifM	1	GE>1	DEG	5.4097150764310324
Klf13	7	63886351	63938915	6.6138067	5.7159495	6.7915187	214920	52564	3.2	49.9	18	6	DifM	1	GE>1	DEG	5.332278852618188
Arrb1	7	99535466	99606771	5.746654	4.152839	6.306182	51728	71305	2.6	51.4	17	7	DifM	1	GE>1	DEG	4.713734082919431
Fgf15	7	144896532	144900953	3.0027342	-1.2047126	6.200939	18568	4421	4.6	50.2	17	7	DifM	1	GE>1	DEG	4.268788516223584
Eif4ebp1	8	27260327	27275656	7.884892	7.2078776	8.307985	30739	15329	4	49	16	6	DifM	1	GE>1	DEG	4.487703863163726
Dctd	8	48099092	48153233	6.561634	5.396042	6.69647	108549	54141	3.1	45.8	16	6	DifM	1	GE>1	DEG	5.035629827790439
Pcolce2	9	95637601	95698096	4.210471	1.8811481	4.794423	125605	60495	2.6	44.4	16	5	DifM	1	GE>1	DEG	5.099010385457338
Cdv3	9	103353102	103365780	10.198005	9.350654	10.221632	60565	12678	4.1	43.9	17	6	DifM	1	GE>1	DEG	4.782228892215537
Rpf2	10	40223246	40246979	7.8295627	6.8777375	7.834713	10686	23733	2.1	43.2	17	6	DifM	1	GE>1	DEG	4.028855809390444
Gja1	10	56377300	56390419	9.505377	8.630146	9.741028	22226	13119	3.7	44	15	5	DifM	1	GE>1	DEG	4.346880849502073
Nxph4	10	127525473	127534559	0.5175566	-3.4732013	1.8493159	12115	9086	5.7	55.8	17	7	DifM	1	GE>1	DEG	4.083359264660818
Hand1	11	57828705	57832818	2.8752785	-0.5403156	5.612141	31181	4113	7.1	54.2	17	7	DifM	1	GE>1	DEG	4.493903967206503
Cbx2	11	119022962	119031270	5.8653865	5.031708	6.1893754	18007	8308	6	57.1	18	8	DifM	1	GE>1	DEG	4.255465481992464
Mycn	12	12936096	12941914	7.465444	5.183711	7.605857	307299	5818	8.4	52.8	17	6	DifM	1	GE>1	DEG	5.487562560256378
Egln3	12	54178981	54203860	4.3905993	3.4661105	5.266546	452712	24879	3.3	45.9	17	6	DifM	1	GE>1	DEG	5.655822965772482
Cap2	13	46501848	46649642	2.534876	0.5830667	4.7980103	83548	147794	2.5	44.9	17	5	DifM	1	GE>1	DEG	4.921941256179369
Sfxn1	13	54071845	54108346	8.074516	7.5564623	8.422404	299504	36501	3	45.3	16	6	DifM	1	GE>1	DEG	5.476404076990051
F2r	13	95601804	95618459	5.7352743	5.093199	6.623267	93219	16655	3.9	46.9	16	6	DifM	1	GE>1	DEG	4.969509098596567
Apex1	14	50924968	50927139	8.949362	8.141341	8.941956	75	2171	6.6	49.4	17	6	DifM	1	GE>1	DEG	1.8808135922807914
Sacs	14	61138457	61240695	3.6514122	1.828918	4.5259905	91602	102238	2.1	43.3	16	5	DifM	1	GE>1	DEG	4.961909697053339
Dpysl2	14	66802864	66868688	8.013315	6.3840723	7.9894857	42482	65824	2.7	47.6	19	6	DifM	1	GE>1	DEG	4.628215177504724
Pdlim2	14	70164218	70177681	3.6905756	1.8322384	6.3113565	18179	13463	3.2	53.6	20	7	DifM	1	GE>1	DEG	4.259593878885949
Gspt1	16	11219292	11254270	7.731242	6.9708724	7.7826147	50939	34978	2.1	40.7	16	5	DifM	1	GE>1	DEG	4.707058940627596
Galnt14	17	73493228	73710453	1.9481909	-1.1252782	4.729721	94388	217225	1.8	45.5	18	5	DifM	1	GE>1	DEG	4.97492138500085
Colec12	18	9707648	9877995	5.676404	5.2167964	6.409598	250532	170347	1.1	41.6	16	5	DifM	1	GE>1	DEG	5.398864938881829
Cdc23	18	34630951	34651735	8.115204	7.644264	8.38272	27111	20784	2.5	44.4	17	6	DifM	1	GE>1	DEG	4.433161555829322
Pmaip1	18	66458604	66465550	6.4393544	5.631278	7.330133	436024	6946	4.2	43.2	13	5	DifM	1	GE>1	DEG	5.639511390761205
Tubb6	18	67390717	67402748	6.624767	5.268878	6.811043	58449	12031	4.3	48.3	15	6	DifM	1	GE>1	DEG	4.766784515497859
Fads2	19	10064164	10101503	5.1369524	4.2633543	6.0088	81385	37339	2.4	48.4	17	6	DifM	1	GE>1	DEG	4.910549704082478
Dock11	X	35888832	36076562	6.694916	5.9386945	7.5859222	223278	187730	1.4	39.5	15	4	DifM	1	GE>1	DEG	5.348847878409567
Cdx4	X	103321398	103330592	-0.700197	-7.084636	2.1797304	35078	9194	2.4	41.8	16	5	DifM	1	GE>1	DEG	4.545047204401184
Rps6ka6	X	111388192	111537959	7.652553	6.928648	7.9108086	159120	149767	1	34.8	15	4	DifM	1	GE>1	DEG	5.20172749945975
Pcdh11x	X	120290259	120910619	-0.34304047	-4.3476706	1.2156638	2107126	620360	0.8	34.6	15	4	DifM	1	GE>1	DEG	6.323690712037628
Jph1	1	16994938	17097889	2.2649388	1.375706	1.4483949	432682	102951	1.4	40.3	16	5	Sim	1	GE>1	SEG	5.636169832219227
Rab23	1	33719882	33742564	5.395111	4.61667	5.180259	37912	22682	3.6	46	15	6	Sim	1	GE>1	SEG	4.578788150870558
Tbc1d8	1	39371499	39478747	6.153866	6.1926193	6.0115957	56245	107248	2.7	47.3	18	6	Sim	1	GE>1	SEG	4.750091642522122
D1Bwg0212e	1	39534992	39546881	5.2398114	5.3952003	5.035463	17010	11889	4.1	46	15	6	Sim	1	GE>1	SEG	4.230729844577681
Map4k4	1	39900913	40026310	6.004911	6.1814346	5.785137	323508	125397	2.9	45.7	15	6	Sim	1	GE>1	SEG	5.509886367217911
Tmem194b	1	52630705	52651919	3.7555459	4.013542	2.937029	130026	21214	2.2	43.3	15	6	Sim	1	GE>1	SEG	5.114033542564414
Kctd18	1	57955101	58018956	5.3793774	5.130425	5.2150445	22985	63855	1.8	41.2	16	5	Sim	1	GE>1	SEG	4.361463402366721
Mpp4	1	59120936	59163389	2.285549	1.9802562	1.708617	43293	42453	2	44.1	16	6	Sim	1	GE>1	SEG	4.6364277128095726
1810031K17Rik	1	75134554	75142368	3.6921206	4.4709115	4.053815	418	7814	3.2	49	18	7	Sim	1	GE>1	SEG	2.622214022966295
Fam134a	1	75142786	75147909	3.9750862	4.199224	3.8712254	418	5123	4.1	52.7	17	7	Sim	1	GE>1	SEG	2.622214022966295
Atg9a	1	75180866	75191923	4.0456567	3.7798939	4.151318	228	11057	3.5	52.2	17	7	Sim	1	GE>1	SEG	2.359835482339888
Dnajb2	1	75236465	75244804	-0.006005389	2.2247138	1.0588841	17212	8339	4.6	51.9	18	7	Sim	1	GE>1	SEG	4.235856568752974
Sh3bp4	1	89070415	89155068	5.9413877	5.812411	5.103167	368194	84653	3	49.3	16	6	Sim	1	GE>1	SEG	5.5660778865928915
R3hdm1	1	128103306	128237735	6.686804	6.0300817	6.5764327	259	134429	1.1	37.3	14	4	Sim	1	GE>1	SEG	2.4149733479708178
Arl8a	1	135146824	135156269	2.260781	2.1811092	2.1201315	85221	9445	4.2	51	18	7	Sim	1	GE>1	SEG	4.930551722058422
Edem3	1	151755374	151822328	4.3637133	4.6161885	4.4018207	254551	66954	1.8	40.4	15	5	Sim	1	GE>1	SEG	5.405776513612805
Klhl20	1	161088375	161131511	3.6679907	3.8222542	4.108177	11180	43136	1.7	40.4	16	5	Sim	1	GE>1	SEG	4.048480647473502
Cd247	1	165788681	165877276	3.2534764	2.881148	3.0111794	24935	88595	2.6	46.7	17	6	Sim	1	GE>1	SEG	4.396826789268784
Dusp12	1	170873498	170885540	4.6005025	4.321214	4.7515173	16895	12042	3.2	43.7	17	6	Sim	1	GE>1	SEG	4.227783900853718
Alyref2	1	171503478	171504750	1.1683655	-0.26020774	1.3689868	65943	1272	10.2	50.6	11	7	Sim	1	GE>1	SEG	4.819175286835646
Dcaf8	1	172148015	172196393	6.6763067	6.672731	6.7462425	21260	48378	2.2	42.9	15	5	Sim	1	GE>1	SEG	4.327583687481179
Atp1a2	1	172271709	172298064	0.10019392	1.5791196	2.230444	36423	26355	3.1	49.7	18	6	Sim	1	GE>1	SEG	4.561387637300133
CAAA01083517.1	1	183326725	183369529	6.1509204	6.5540767	6.4740653	19452	42804	3	43.6	16	6	Sim	1	GE>1	SEG	4.288986586791629
Eprs	1	185363095	185428355	9.062847	8.450632	8.915103	30946	65260	2.1	42	15	5	Sim	1	GE>1	SEG	4.490618554920131
Rps6kc1	1	190700202	190911770	3.7999175	3.9323268	3.8688657	13342	211568	2.4	46.6	18	6	Sim	1	GE>1	SEG	4.125253486024798
Otud1	2	19658062	19660590	1.4052701	1.186308	1.4228848	251718	2528	11.9	52.3	14	8	Sim	1	GE>1	SEG	5.400915997764211
Pnpla7	2	24976033	25054057	2.3298812	2.4831088	2.5356097	935	78024	1.9	46.4	17	6	Sim	1	GE>1	SEG	2.971275848738105
Nelf	2	25054355	25062881	4.2690845	4.874722	4.831788	78322	8526	4.1	57.3	20	8	Sim	1	GE>1	SEG	4.893889313862666
Rexo4	2	26953563	26964386	6.292184	5.965401	6.245883	30458	10823	2.5	48.4	18	7	Sim	1	GE>1	SEG	4.4837156409037995
Ppp1r26	2	28446800	28455508	2.7912958	2.88275	2.5792422	21266	8708	4.9	53.9	17	8	Sim	1	GE>1	SEG	4.327706231071694
Nup188	2	30286397	30344266	6.426884	6.2916703	6.3203554	43	57869	2.4	46.3	16	6	Sim	1	GE>1	SEG	1.6434526764861874
Mrrf	2	36136389	36190647	5.555813	4.948481	5.4776835	384	54258	1.8	42.6	15	6	Sim	1	GE>1	SEG	2.5854607295085006
Rc3h2	2	37370069	37422903	5.6117682	5.732925	5.5095906	20268	52834	1.3	36.7	15	4	Sim	1	GE>1	SEG	4.306832322684375
Stam2	2	52691664	52742281	4.830045	5.0450044	5.0256104	65450	50617	2.3	41.9	16	6	Sim	1	GE>1	SEG	4.8159162863514675
Baz2b	2	59899363	60209839	4.969046	5.8696814	5.8613677	48	310476	2.1	40.9	16	5	Sim	1	GE>1	SEG	1.6901960800285136
Fastkd1	2	69686815	69713516	4.785881	3.4862738	4.805844	9029	26701	2.7	42.6	16	5	Sim	1	GE>1	SEG	3.9556877503135057
Gorasp2	2	70661576	70712636	6.7460966000000004	7.13841	7.15525	108504	51060	2.5	45.5	16	6	Sim	1	GE>1	SEG	5.035449751294015
Slc25a12	2	71271063	71367749	3.2302744	2.5830667	3.2483056	21209	96686	2.4	43.2	16	5	Sim	1	GE>1	SEG	4.326540668516562
Zc3h15	2	83644435	83664622	7.5199504	7.1884956	7.5306835	79962	20187	2.4	39.2	14	5	Sim	1	GE>1	SEG	4.902889079330585
Fam171b	2	83812636	83883486	4.448865	4.2913685	3.2308524	88239	70850	2	41.1	16	5	Sim	1	GE>1	SEG	4.945665499432134
Mtch2	2	90847155	90866810	8.806573	8.5941105	8.640345	57672	19655	2.1	41.5	15	5	Sim	1	GE>1	SEG	4.760972542871948
Celf1	2	90940382	91019497	8.440273	8.095057	8.432759	22124	79115	1.4	40.9	15	5	Sim	1	GE>1	SEG	4.344883279369863
Trim44	2	102300119	102407828	5.4500065	5.046792	5.790619	43964	107709	1.2	39.6	16	5	Sim	1	GE>1	SEG	4.6431070774941166
Lmo2	2	103957986	103981878	0.96362096	3.808834	3.5989926	69735	23892	3.3	46.6	17	6	Sim	1	GE>1	SEG	4.843457032977609
Ccdc73	2	104867805	105017904	3.4230525	3.3631358	3.4110403	51109	150099	1.3	38.7	15	5	Sim	1	GE>1	SEG	4.708505880955237
Eif3m	2	104999656	105017080	9.078766	8.7441225	8.971773	149275	17424	2	39.5	16	5	Sim	1	GE>1	SEG	5.173989989202518
Rcn1	2	105386291	105399319	6.7763557	7.191892	7.190715	269577	13028	3	47.9	19	6	Sim	1	GE>1	SEG	5.430684446956542
Kif18a	2	109280738	109341747	5.990233	5.630325	5.3197317	10	61009	1.3	36.8	14	4	Sim	1	GE>1	SEG	1.0413926851582251
Ino80	2	119373042	119477687	4.379138	3.842977	4.049654	70010	104645	1.6	40.9	16	5	Sim	1	GE>1	SEG	4.845166280928339
Mfap1a	2	121491911	121506665	4.6037893	4.6414876	4.6366215	58	14754	2.4	44.8	18	6	Sim	1	GE>1	SEG	1.7708520116421442
Usp8	2	126707328	126759297	6.3345866	6.475829	6.5989923	30991	51969	1.9	41.2	15	5	Sim	1	GE>1	SEG	4.491249603375036
Rnf24	2	131298064	131352892	2.9952464	3.8163981	3.3980072	54347	54828	1.7	42	16	5	Sim	1	GE>1	SEG	4.735183566730582
5730494N06Rik	2	132239492	132247807	4.5357366	5.0226536	5.0299582	5507	8315	2.7	42.6	17	5	Sim	1	GE>1	SEG	3.740993931584886
Rrbp1	2	143947395	144011263	6.8753633	7.0429463	6.4898486	95943	63868	2	47	19	6	Sim	1	GE>1	SEG	4.982017820672663
Csnk2a1	2	152226839	152281852	8.921464	8.682307	8.953153	66989	55013	1.7	41.5	14	5	Sim	1	GE>1	SEG	4.8260099777911005
Tbc1d20	2	152293828	152313996	4.33236	4.7901745	4.7764907	38825	20168	2.5	47	16	6	Sim	1	GE>1	SEG	4.5891226502058515
Raly	2	154791096	154867261	8.443946	8.094064	8.4345	306	76165	1.5	41.5	15	5	Sim	1	GE>1	SEG	2.4871383754771865
Edem2	2	155701677	155729475	4.596384	5.2366657	4.867684	37091	27798	2.9	47.4	17	6	Sim	1	GE>1	SEG	4.569280251110929
Gdap1l1	2	163438476	163455324	4.252953	1.3847796	3.669984	13779	16848	3.1	51.9	18	7	Sim	1	GE>1	SEG	4.139249217571607
Ywhab	2	163994960	164018588	9.019269	8.827308	9.023733	76209	23628	3	45	15	6	Sim	1	GE>1	SEG	4.882011961626659
Sall4	2	168748332	168767943	9.3042755	9.220681	9.030582	1800	19611	5.7	50.1	17	6	Sim	1	GE>1	SEG	3.2555137128195333
Gm14306	2	176670522	176719085	1.071997	-0.28877687	1.183955	37806	48563	1.2	41.2	15	5	Sim	1	GE>1	SEG	4.57757221729545
9030418K01Rik	2	178414524	178424428	1.8380901	0.41609514	1.2107033	336048	9904	3.4	47.8	16	7	Sim	1	GE>1	SEG	5.526402607384089
Zbtb46	2	181387762	181459426	3.001489	3.0883466999999998	2.9920328	37716	71664	1.9	45.1	17	6	Sim	1	GE>1	SEG	4.576537141773143
Mrps28	3	8802146	8923918	6.6637654	6.7077246	6.758616	80805	121772	2	42.2	17	5	Sim	1	GE>1	SEG	4.9074436091675
Pde7a	3	19223108	19311322	5.629209	5.5410724	5.788054	123995	88214	1.9	41.5	16	5	Sim	1	GE>1	SEG	5.093407675436854
Prkci	3	30995747	31052741	5.4207253	5.224398	5.581806	26332	56994	2.4	42.8	15	5	Sim	1	GE>1	SEG	4.4205003391374795
Acad9	3	36065979	36094944	6.342108	5.912857	6.3793855	65301	28965	2.4	47.1	17	6	Sim	1	GE>1	SEG	4.8149264825869045
Bbs7	3	36573142	36613477	3.3815331	4.642433	4.0771694	41327	40335	1.7	40.3	16	5	Sim	1	GE>1	SEG	4.616244388829242
Ankrd50	3	38449261	38484844	4.9194665	4.9892077	4.3619194	402096	35583	2.7	45.1	17	6	Sim	1	GE>1	SEG	5.604330832893247
Rab33b	3	51483966	51495905	2.8127542	3.1131268	2.7666657	67950	11939	3.8	46.1	15	6	Sim	1	GE>1	SEG	4.832195852404587
Ufm1	3	53855212	53863830	5.962981	6.1511784	6.09315	206475	8618	3.1	42.7	16	5	Sim	1	GE>1	SEG	5.314869578155561
Rap2b	3	61364507	61368703	5.7817154	5.288954	5.6438465	1444	4196	7.1	48.1	13	6	Sim	1	GE>1	SEG	3.1598678470925665
Dhx36	3	62470039	62507004	6.6438494	6.426979	6.499287	168660	36965	1.6	37.1	15	4	Sim	1	GE>1	SEG	5.227014670953698
Kpna4	3	69067149	69127113	6.667794	6.0761456	6.066855	82358	59964	1.4	37	16	4	Sim	1	GE>1	SEG	4.915711064790111
B3galnt1	3	69574186	69598861	2.2355807	2.9951448	3.7405171	123124	24675	2.4	44.7	17	6	Sim	1	GE>1	SEG	5.090346243505668
Serpini1	3	75557547	75643495	2.3098989	1.0098814	1.5329626	691	85948	1.1	37.6	15	4	Sim	1	GE>1	SEG	2.840106094456758
Gon4l	3	88835231	88910103	5.4047995	5.3356166	5.5080748	60067	74872	2	43.8	16	6	Sim	1	GE>1	SEG	4.778643172093456
Ash1l	3	88965812	89079373	5.5363817	5.750142	5.5454936	14631	113561	1.5	40.8	15	5	Sim	1	GE>1	SEG	4.165303692468361
Clk2	3	89164795	89176921	4.988348	4.7995343	4.7596073	12678	12126	3.9	47.9	16	6	Sim	1	GE>1	SEG	4.103085001841614
Ubap2l	3	89999589	90052475	8.227248	7.786702	8.301049	839	52886	1.2	39.2	16	5	Sim	1	GE>1	SEG	2.9242792860618816
Ints3	3	90391380	90433636	6.3964143	6.4705124	6.3575783	42565	42256	2	47	17	6	Sim	1	GE>1	SEG	4.6290628406975065
Rfx5	3	94954075	94961561	2.908878	2.7764509	2.8834858	7973	7486	3.8	50.1	17	7	Sim	1	GE>1	SEG	3.9016762313263755
Psmd4	3	95032694	95042614	8.451318	8.150223	8.464438	27166	9920	3	47.1	18	6	Sim	1	GE>1	SEG	4.4340416827542715
Gabpb2	3	95181766	95217916	6.2450824	6.0540977	6.129635	10761	36150	1.9	44	17	6	Sim	1	GE>1	SEG	4.031892987710475
Gdap2	3	100162381	100206981	3.8219547	4.6958127	4.246287	26	44600	2.2	42.4	15	5	Sim	1	GE>1	SEG	1.4313637641589874
Ap4b1	3	103809520	103822025	4.0498796	4.6537375	4.30623	76	12505	2.3	42.5	15	5	Sim	1	GE>1	SEG	1.8864907251724818
Frrs1	3	116878227	116903750	5.7243705	5.5165157	4.285149	70061	25523	2.7	43.4	16	5	Sim	1	GE>1	SEG	4.845482530591811
Rwdd3	3	121155400	121171695	0.8574925	2.024469	1.9987631	120122	16295	2.7	43.6	17	5	Sim	1	GE>1	SEG	5.079626169907032
Ank2	3	126921607	126998452	4.270636	3.9629421	2.960859	402150	76845	2.2	40.8	16	5	Sim	1	GE>1	SEG	5.604389152968791
Cisd2	3	135406412	135423925	7.1432476	7.169835	7.291672	14372	17513	3.2	42.5	16	5	Sim	1	GE>1	SEG	4.157547425577808
Adh5	3	138443093	138455499	8.52954	8.153544	8.489614	46289	12406	3.6	46.1	16	6	Sim	1	GE>1	SEG	4.665487180782811
Cth	3	157894248	157925077	6.0908566	5.86766	5.878412	22337	30829	1.6	41.9	16	5	Sim	1	GE>1	SEG	4.349044286602036
Otud6b	4	14809498	14826587	7.160018	6.826215	7.175414	37489	17089	2.4	39.9	16	5	Sim	1	GE>1	SEG	4.57391544042155
Ndufaf4	4	24898083	24905001	7.121057	6.926513	7.277756	46959	6918	2.5	39.5	12	4	Sim	1	GE>1	SEG	4.671728088239558
Rngtt	4	33310311	33502614	5.816123	5.241044	5.717096	20148	192303	1.3	39.2	14	5	Sim	1	GE>1	SEG	4.30425349686627
Cnr1	4	33924593	33948831	0.40149844	0.37114766	1.3675019	614282	24238	2.3	41.4	15	5	Sim	1	GE>1	SEG	5.7883684965854725
Nfx1	4	40970906	41025993	7.2958083	6.967762	7.380605	22499	55087	2.2	43.9	16	6	Sim	1	GE>1	SEG	4.352182518111363
4930412F15Rik	4	43659622	43669145	4.2840137	4.4846916	4.402002	12679	9523	2.8	49	17	6	Sim	1	GE>1	SEG	4.103119253545714
Tmod1	4	46038935	46116032	4.641453	4.512899	4.5482817	99759	77097	2.7	49.2	18	6	Sim	1	GE>1	SEG	4.9989564404704865
Anp32b	4	46450902	46472657	9.591232	9.026304	9.61581	38346	21755	4	46.7	15	6	Sim	1	GE>1	SEG	4.583731393463394
Rad23b	4	55350043	55392237	6.5274324	6.225503	6.4252954	182423	42194	1.7	40.2	14	5	Sim	1	GE>1	SEG	5.261081974244029
1110054O05Rik	4	59769637	59801589	6.3803363	5.774079	6.158796	4251	31952	2.2	43.2	17	5	Sim	1	GE>1	SEG	3.6285932558512592
Dennd4c	4	86748555	86850603	3.5026698	3.2196517	2.9593816	78495	102048	1.6	40.3	14	5	Sim	1	GE>1	SEG	4.894847526526291
Mier1	4	103114390	103165754	6.7859716	6.801865	6.8471866	165	51364	2.2	39	14	5	Sim	1	GE>1	SEG	2.220108088040055
Orc1	4	108579423	108614833	6.233593	5.30786	6.098363	87	35410	1.8	42.4	15	5	Sim	1	GE>1	SEG	1.9444826721501687
St3gal3	4	117932154	118134914	2.2773402	1.9802562	2.8154063	45129	202760	2.8	47.7	18	6	Sim	1	GE>1	SEG	4.654465333520146
Kdm4a	4	118136957	118180043	3.415592	3.854453	3.281408	45129	43086	3.8	49.9	18	7	Sim	1	GE>1	SEG	4.654465333520146
Ppih	4	119300010	119320546	7.0139713	6.883751	6.973239	25942	20536	2.3	46.1	17	6	Sim	1	GE>1	SEG	4.414020195653663
Rlf	4	121145373	121215084	5.98929	5.697179	5.9527116	116843	69711	2	41.2	16	5	Sim	1	GE>1	SEG	5.067606416053928
Bmp8b	4	123105165	123132099	3.8616166	3.4831085	3.8343432	34786	26934	3.5	51.5	18	7	Sim	1	GE>1	SEG	4.541416977191859
Rragc	4	123917446	123936997	2.7249362	3.8634067	3.6018372	177	19551	2.4	43.2	15	5	Sim	1	GE>1	SEG	2.250420002308894
Yars	4	129189760	129219607	7.229543	6.448504	7.062244	33	29847	2.7	47.2	16	6	Sim	1	GE>1	SEG	1.5314789170422551
Marcksl1	4	129513581	129515985	8.425927	8.38492	8.650215	29132	2404	12.4	63.6	18	7	Sim	1	GE>1	SEG	4.464385208841898
2610002D18Rik	4	134510999	134523927	5.1655884	4.8605638	5.223996	24388	12928	3.3	46.6	15	6	Sim	1	GE>1	SEG	4.387193993696869
Hmgcl	4	135946448	135962617	5.5733104	5.203076	5.479575	17279	16169	3.4	51	17	7	Sim	1	GE>1	SEG	4.237543738142874
Rpl11	4	136028265	136053428	10.068238	10.156228	10.172879	49862	25163	2.6	47.2	18	7	Sim	1	GE>1	SEG	4.697778404216913
Pink1	4	138313409	138326307	2.6836045	4.0084143	3.4912984	21577	12898	3.8	52.6	19	7	Sim	1	GE>1	SEG	4.334011188761349
Mrto4	4	139347435	139352576	7.4235754	6.956966	7.4101167	11	5141	4.9	53	20	7	Sim	1	GE>1	SEG	1.0791812460476249
Spen	4	141467890	141538597	4.7847958	4.596309	4.9082093	67499	70707	4.4	48.6	17	7	Sim	1	GE>1	SEG	4.829303772831025
Ube4b	4	149328416	149426749	6.8852715	6.7823634	6.848717	78864	98333	3.1	47.2	17	6	Sim	1	GE>1	SEG	4.896884307654437
Ssu72	4	155704800	155733879	7.6509156	7.914033	7.9195595	29827	29079	2.6	44.9	16	6	Sim	1	GE>1	SEG	4.474624134418614
Ankib1	5	3690000	3803109	3.7695134	3.2094738	4.0875797	56	113109	1.4	39.3	15	5	Sim	1	GE>1	SEG	1.7558748556724915
Mll3	5	25271798	25498783	4.746654	5.099068	5.112838	207042	226985	1.2	38.5	15	4	Sim	1	GE>1	SEG	5.316060551849921
Tyms	5	30058202	30073617	7.4280434	7.407982	7.514987	81545	15415	1.9	42.8	17	5	Sim	1	GE>1	SEG	4.911402662855964
Fam53a	5	33600351	33629635	6.144729	5.8735137	6.0730753	22939	29284	2.2	47.3	19	6	Sim	1	GE>1	SEG	4.360593413565248
Tada2b	5	36473670	36484285	2.804209	2.9530632	2.9209206	303	10615	3.7	50.3	19	7	Sim	1	GE>1	SEG	2.482873583608754
Tbc1d14	5	36490604	36593276	5.9399257	5.468246	5.8154745	102748	102672	2.1	47	19	6	Sim	1	GE>1	SEG	5.011777603817253
Utp3	5	88554483	88556083	6.9498057	6.7819343	7.0737867	121688	1600	7.5	50.3	11	6	Sim	1	GE>1	SEG	5.085251322229965
Slc4a4	5	88886818	89239653	4.1414824	4.3158875	5.1402726	121822	352835	2	41.6	16	5	Sim	1	GE>1	SEG	5.085729290185951
